questionId,optionId,dimensionCode,subdimensionCode,variantType,primarySignal,secondarySignals,primaryAxisContribution,secondaryAxisModifiers,signalStrength,confidenceBand,sensitivityHandling,reviewRouting,crossFamilyHandling,safetyNotes,correctionNotes
Q069,B,SD,SD_ATMOSPHERE_READING,recovery_adjustment,schedule_reframe,"reset_by_task, method_shift","[recovery_adjustment_axis] + [rhythm_structure_axis, recovery_margin_axis, social_distance_axis]",schedule_reframe: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent rhythm_daily_flow conclusion; reset_by_task: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,public_safe,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,"signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q069,C,SD,SD_ATMOSPHERE_READING,recovery_adjustment,state_notice,"small_start, method_shift","[recovery_adjustment_axis, awareness_reflection_axis] + [awareness_reflection_axis, rhythm_structure_axis, recovery_margin_axis, social_distance_axis]",state_notice: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent self_observation conclusion; small_start: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_low,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q069,D,SD,SD_ATMOSPHERE_READING,recovery_adjustment,reset_by_social_contact,"social_modulation, load_externalization, method_shift","[recovery_adjustment_axis, social_context_modulation_axis] + [recovery_margin_axis, social_distance_axis, emotional_load_axis]",reset_by_social_contact: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent recovery_pattern conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q069,E,SD,SD_ATMOSPHERE_READING,recovery_adjustment,boundary_awareness,method_shift,"[recovery_adjustment_axis] + [boundary_scope_axis, recovery_margin_axis, social_distance_axis]",boundary_awareness: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent boundary conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q070,A,SD,SD_ATMOSPHERE_READING,reflection_revisit,atmosphere_reading,"social_modulation, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [social_distance_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q070,B,SD,SD_ATMOSPHERE_READING,reflection_revisit,social_load_residue,"social_modulation, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [emotional_load_axis, social_distance_axis, awareness_reflection_axis]",social_load_residue: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent emotional_load conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_human_review_sensitive,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q070,C,SD,SD_ATMOSPHERE_READING,reflection_revisit,social_modulation,"later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [social_distance_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q070,D,SD,SD_ATMOSPHERE_READING,reflection_revisit,returnable_distance,"social_modulation, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [social_distance_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,"reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q070,E,SD,SD_ATMOSPHERE_READING,reflection_revisit,boundary_awareness,"later_review, self_observation_strength","[awareness_reflection_axis] + [boundary_scope_axis, awareness_reflection_axis, social_distance_axis]",boundary_awareness: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent boundary conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q071,A,SD,SD_RETURNABLE_DISTANCE,core_behavior,returnable_distance,none,"[baseline_tendency_axis, social_context_modulation_axis] + [social_distance_axis]",none,3,M,private_medium,needs_review,native_source_contribution,no_reply_or_contact_advice; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,"confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q071,B,SD,SD_RETURNABLE_DISTANCE,core_behavior,quiet_reset_need,returnable_distance,"[baseline_tendency_axis, social_context_modulation_axis] + [emotional_load_axis, social_distance_axis]",quiet_reset_need: cross-family primary exception bounded by SD_RETURNABLE_DISTANCE source context; does not create independent emotional_load conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q071,C,SD,SD_RETURNABLE_DISTANCE,core_behavior,reply_delay_buffer,"social_modulation, returnable_distance, inner_weight_accumulation","[baseline_tendency_axis, social_context_modulation_axis] + [social_distance_axis, emotional_load_axis]",inner_weight_accumulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,"confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q071,D,SD,SD_RETURNABLE_DISTANCE,core_behavior,distance_after_friction,"social_modulation, returnable_distance, small_start","[baseline_tendency_axis, social_context_modulation_axis] + [social_distance_axis, rhythm_structure_axis]",small_start: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
